"","x"
"1",1.20079940647707
"2",1.01723417144841
"3",0.952823955822321
"4",1.18636487938429
"5",0.942475615740497
"6",1.02114485310659
"7",0.83171647768232
"8",0.807181470767286
"9",0.855593076489046
"10",0.735606470267877
"11",0.899758025590089
"12",1.15076248619136
"13",0.951670037836887
"14",1.49591741734269
"15",1.54772883087794
"16",0.885271564435518
"17",0.863272658892233
"18",0.813435725574558
"19",0.969407040891662
"20",0.693552143517291
"21",1.30561547188086
"22",1.00535078723291
"23",1.29374645516205
"24",1.31527326728057
"25",1.21697890223396
"26",0.669937398249854
"27",1.26919897561577
"28",0.666032159979218
"29",1.35863874254859
"30",1.22363413262764
"31",0.974318960100541
"32",0.895274139463722
"33",0.997005198062568
"34",0.833952419182958
"35",1.05214597940011
"36",1.07654245588372
"37",0.782177883922346
"38",1.02953935737162
"39",0.871543647995951
"40",0.801098863191484
"41",1.01967341346638
"42",0.968363389757294
"43",1.08488297939796
"44",1.12047106547232
"45",1.05551508097844
"46",1.11487138075926
"47",0.869966822901361
"48",1.06669864954366
"49",0.891971510576083
"50",1.0563367241721
"51",1.16126476294935
"52",1.04121261797514
"53",0.771722472325352
"54",1.20292170732061
"55",1.02551155790733
"56",0.721744178742532
"57",0.989907413199749
"58",0.739610507183804
"59",0.996696378614419
"60",0.792606364954821
"61",1.13481406244803
"62",1.03181590829795
"63",1.24477333281457
"64",0.922615440010014
"65",0.919703732714302
"66",0.82335094708175
"67",1.15639642678316
"68",0.902754041785212
"69",1.17716790059974
"70",0.896072387105854
"71",1.17252630773322
"72",0.814652671566522
"73",1.02413529951314
"74",0.942450264704273
"75",1.05553333878556
"76",1.24043782556034
"77",1.2837997826562
"78",1.14924192291586
"79",1.04293169589048
"80",0.920491335731536
"81",1.0442552094844
"82",1.00681070753344
"83",1.12980182219922
"84",0.91881975684503
"85",1.08185137788883
"86",0.941350752968659
"87",1.20104948900095
"88",1.21070389980833
"89",1.0992484119141
"90",1.01395183097258
"91",0.893890191425648
"92",0.961257018153572
"93",0.845082052267003
"94",1.09266139578664
"95",1.00244416497903
"96",1.47567813080072
"97",0.952586076582244
"98",1.17802956729658
"99",0.970210736691507
"100",1.39367871718053
"101",0.887346631886593
"102",1.59453214884495
"103",1.11726754843827
"104",0.810076792517533
"105",1.10650481537237
"106",1.03833450505406
"107",1.01746634504861
"108",0.803570142011786
"109",0.878133330297312
"110",0.775004322963518
"111",0.743044613524985
"112",1.12070814889106
"113",1.03203951912529
"114",0.683260121201133
"115",1.20533208557798
"116",1.25197197619227
"117",1.1941261975748
"118",0.889535283271648
"119",0.969803266592598
"120",1.02383825004986
"121",0.86315995503151
"122",0.884385871971705
"123",0.95834441783499
"124",0.780569948112619
"125",1.01989462979335
"126",1.11924380983869
"127",1.05969939691646
"128",1.28686769923838
"129",0.91879313983176
"130",0.958319003400373
"131",1.05969090710092
"132",0.891115824417917
"133",1.05089391442828
"134",1.06259670966331
"135",0.893647345739457
"136",1.34388369691305
"137",0.972248373991801
"138",1.13654238457538
"139",0.840667305426215
"140",0.797813323737844
"141",1.24842132908706
"142",0.866124483145138
"143",0.881269451791863
"144",1.25715954947743
"145",0.857947152623425
"146",1.16078786291395
"147",0.839859614791343
"148",0.687741432357638
"149",1.03140774896413
"150",1.07907805816073
"151",0.993977115918231
"152",1.05957714268151
"153",1.0132191666971
"154",0.889318991068855
"155",0.898447585570332
"156",0.87871372972052
"157",0.82577244404716
"158",1.06213353483074
"159",1.25307068647004
"160",1.00606949279919
"161",0.931568831241712
"162",0.90638159097491
"163",1.44563425456683
"164",1.05221553512508
"165",0.771241290305579
"166",1.26356409941224
"167",0.860580745945
"168",0.996345710543949
"169",1.0404269778843
"170",1.03038779849551
"171",0.941535215444642
"172",0.947740240258593
"173",1.02556115542011
"174",0.961586923378205
"175",0.879740505520152
"176",1.04432086277742
"177",0.841702900701107
"178",0.935267885265772
"179",1.28535614281045
"180",0.94659887280424
"181",1.26732629852578
"182",0.853635207454042
"183",0.891103477571955
"184",0.97387692606088
"185",0.778751390638332
"186",0.79627915938138
"187",1.06194344176272
"188",0.791620126827577
"189",0.994041222345385
"190",0.882803560903999
"191",0.981533809128526
"192",0.912527717133425
"193",1.06173511875719
"194",1.09656399826272
"195",0.793443391577675
"196",0.914456226164864
"197",1.04844658164735
"198",1.15776844328424
"199",1.09019651963953
"200",0.920770340173909
"201",1.24130800864483
"202",0.99009479795592
"203",0.929121608329259
"204",1.37931431219523
"205",0.948114783207801
"206",0.864294954520996
"207",1.21609390389098
"208",1.00235400209309
"209",1.0293902170012
"210",0.902598539907718
"211",0.950259231157879
"212",1.03118847602237
"213",0.832984237814865
"214",1.12894310455666
"215",1.03332737070226
"216",0.844795944406528
"217",0.714257603710099
"218",1.01887185366578
"219",1.21130268664684
"220",1.04053418283809
"221",1.24293867227223
"222",1.31463124252164
"223",1.10002040062811
"224",1.37704459238786
"225",1.11840440254269
"226",0.909914671426744
"227",1.06318087487774
"228",1.00712770491481
"229",1.03664568775452
"230",0.828673293544674
"231",0.721750599826914
"232",0.719603405445254
"233",1.16376385961648
