location_id,location,disease,time,age_group_id,age_group,age,is_filled,gender_id,gender,measure_id,measure,mean,lower,upper
620,Portugal,Diabetes mellitus,2010,5,1 to 4,1,False,1,Male,6,Incidence,0.00019257771019848998,0.00032616837005736246,8.8881615820186E-05
620,Portugal,Diabetes mellitus,2010,5,1 to 4,2,True,1,Male,6,Incidence,0.00019257771019848998,0.00032616837005736246,8.8881615820186E-05
620,Portugal,Diabetes mellitus,2010,5,1 to 4,3,True,1,Male,6,Incidence,0.00019257771019848998,0.00032616837005736246,8.8881615820186E-05
620,Portugal,Diabetes mellitus,2010,5,1 to 4,4,True,1,Male,6,Incidence,0.00019257771019848998,0.00032616837005736246,8.8881615820186E-05
620,Portugal,Diabetes mellitus,2010,5,1 to 4,1,False,1,Male,5,Prevalence,0.0004314610934874293,0.0006625711622386036,0.00024951501011085
620,Portugal,Diabetes mellitus,2010,5,1 to 4,2,True,1,Male,5,Prevalence,0.0004314610934874293,0.0006625711622386036,0.00024951501011085
620,Portugal,Diabetes mellitus,2010,5,1 to 4,3,True,1,Male,5,Prevalence,0.0004314610934874293,0.0006625711622386036,0.00024951501011085
620,Portugal,Diabetes mellitus,2010,5,1 to 4,4,True,1,Male,5,Prevalence,0.0004314610934874293,0.0006625711622386036,0.00024951501011085
620,Portugal,Diabetes mellitus,2010,5,1 to 4,1,False,1,Male,7,remission,0,0,0
620,Portugal,Diabetes mellitus,2010,5,1 to 4,2,True,1,Male,7,remission,0,0,0
620,Portugal,Diabetes mellitus,2010,5,1 to 4,3,True,1,Male,7,remission,0,0,0
620,Portugal,Diabetes mellitus,2010,5,1 to 4,4,True,1,Male,7,remission,0,0,0
620,Portugal,Diabetes mellitus,2010,5,1 to 4,1,False,1,Male,9,mtexcess,0.0037551208,0.005092175,0.0026803975
620,Portugal,Diabetes mellitus,2010,5,1 to 4,2,True,1,Male,9,mtexcess,0.0037551208,0.005092175,0.0026803975
620,Portugal,Diabetes mellitus,2010,5,1 to 4,3,True,1,Male,9,mtexcess,0.0037551208,0.005092175,0.0026803975
620,Portugal,Diabetes mellitus,2010,5,1 to 4,4,True,1,Male,9,mtexcess,0.0037551208,0.005092175,0.0026803975
620,Portugal,Diabetes mellitus,2010,5,1 to 4,1,False,2,Female,6,Incidence,0.00019212150176898429,0.0003195027814123501,8.353534078057625E-05
620,Portugal,Diabetes mellitus,2010,5,1 to 4,2,True,2,Female,6,Incidence,0.00019212150176898429,0.0003195027814123501,8.353534078057625E-05
620,Portugal,Diabetes mellitus,2010,5,1 to 4,3,True,2,Female,6,Incidence,0.00019212150176898429,0.0003195027814123501,8.353534078057625E-05
620,Portugal,Diabetes mellitus,2010,5,1 to 4,4,True,2,Female,6,Incidence,0.00019212150176898429,0.0003195027814123501,8.353534078057625E-05
