location_id,location,disease,time,age_group_id,age_group,age,is_filled,gender_id,gender,measure_id,measure,mean,lower,upper
250,France,Atopic dermatitis,2019,5,1 to 4,1,False,1,Male,5,Prevalence,0.09287226181730919,0.13727,0.107598
250,France,Atopic dermatitis,2019,5,1 to 4,2,True,1,Male,5,Prevalence,0.0923464621342182,0.13727,0.107598
250,France,Atopic dermatitis,2019,5,1 to 4,3,True,1,Male,5,Prevalence,0.09149715522920526,0.13727,0.107598
250,France,Atopic dermatitis,2019,5,1 to 4,4,True,1,Male,5,Prevalence,0.09026606034208322,0.13727,0.107598
250,France,Atopic dermatitis,2019,5,1 to 4,1,False,1,Male,6,Incidence,0.09287226181730919,0.03309051172425001,0.023198870768250005
250,France,Atopic dermatitis,2019,5,1 to 4,2,True,1,Male,6,Incidence,0.012280309597949844,0.03309051172425001,0.023198870768250005
250,France,Atopic dermatitis,2019,5,1 to 4,3,True,1,Male,6,Incidence,0.011928350953931617,0.03309051172425001,0.023198870768250005
250,France,Atopic dermatitis,2019,5,1 to 4,4,True,1,Male,6,Incidence,0.011477149011690942,0.03309051172425001,0.023198870768250005
250,France,Atopic dermatitis,2019,5,1 to 4,1,False,1,Male,7,remission,0.1250059451557465,0.17550249999999998,0.13074875
250,France,Atopic dermatitis,2019,5,1 to 4,2,True,1,Male,7,remission,0.12560918539714336,0.17550249999999998,0.13074875
250,France,Atopic dermatitis,2019,5,1 to 4,3,True,1,Male,7,remission,0.12643816102324892,0.17550249999999998,0.13074875
250,France,Atopic dermatitis,2019,5,1 to 4,4,True,1,Male,7,remission,0.12741508066450122,0.17550249999999998,0.13074875
250,France,Atopic dermatitis,2019,5,1 to 4,1,False,1,Male,15,mortality,0,0,0
250,France,Atopic dermatitis,2019,5,1 to 4,2,True,1,Male,15,mortality,0,0,0
250,France,Atopic dermatitis,2019,5,1 to 4,3,True,1,Male,15,mortality,0,0,0
250,France,Atopic dermatitis,2019,5,1 to 4,4,True,1,Male,15,mortality,0,0,0
250,France,Atopic dermatitis,2019,5,1 to 4,1,False,2,Female,5,Prevalence,0.13808448708580368,0.19617825000000005,0.15536950000000005
250,France,Atopic dermatitis,2019,5,1 to 4,2,True,2,Female,5,Prevalence,0.13763258813310283,0.19617825000000005,0.15536950000000005
250,France,Atopic dermatitis,2019,5,1 to 4,3,True,2,Female,5,Prevalence,0.13684741260741803,0.19617825000000005,0.15536950000000005
250,France,Atopic dermatitis,2019,5,1 to 4,4,True,2,Female,5,Prevalence,0.135622934173993,0.19617825000000005,0.15536950000000005
